prompt,completion
"Edad: 28 años | Sexo: Mujer | Altura: 1.65m | Peso: 58kg | Frecuencia de ejercicio: 2-3 veces/semana | Nivel de rendimiento: Bajo | Estilo de entrenamiento: Cardio y tonificación | Lugar de entrenamiento: Casa | Tipo de dieta: Omnívora | Consumo de agua: 1.5L/día | Horas de sueño: 7h | Calidad de sueño: Buena | Objetivo: Recuperar forma después de lesión de rodilla | Lesión: Rotura parcial de LCA hace 8 meses","Rutina: Recuperación post-LCA - 3 días/semana\n\nAnálisis del perfil:\nUsuaria en recuperación de lesión de LCA. ES FUNDAMENTAL la autorización del traumatólogo/fisioterapeuta. El enfoque debe ser fortalecimiento de cuádriceps, isquiotibiales y glúteos para estabilizar la rodilla.\n\nDía 1 - Lunes (Tren superior + core):\n1. Press de pecho con mancuernas ligeras - 3x12\n2. Remo con banda - 3x12\n3. Press de hombros - 3x12\n4. Curl de bíceps - 3x15\n5. Plancha - 3x30s\n6. Dead bug - 3x10 cada lado\n\nDía 2 - Miércoles (Rehabilitación rodilla):\n1. Puente de glúteos - 3x15\n2. Extensión de cuádriceps en máquina (sin peso o muy ligero) - 3x15\n3. Curl femoral suave - 3x12\n4. Abducción con banda - 3x15\n5. Equilibrio monopodal - 3x30s cada pie\n6. Bicicleta estática sin resistencia - 15 min\n\nDía 3 - Viernes (Tren inferior suave + movilidad):\n1. Sentadilla en pared con pelota - 3x10\n2. Zancadas en sitio sin peso - 3x8 cada pierna\n3. Elevaciones de pantorrilla - 3x15\n4. Estiramientos de cuádriceps e isquiotibiales - 10 min\n5. Movilidad de rodilla - 10 min\n\nRecomendaciones:\n- OBLIGATORIO: seguir programa de fisioterapia.\n- EVITAR: sentadilla profunda, correr, saltos, giros bruscos.\n- Progresar muy gradualmente según dolor y capacidad.\n- Hielo después de cada sesión si hay inflamación."
"Edad: 45 años | Sexo: Hombre | Altura: 1.75m | Peso: 80kg | Frecuencia de ejercicio: 2-3 veces/semana | Nivel de rendimiento: Bajo | Estilo de entrenamiento: Fuerza y movilidad | Lugar de entrenamiento: Gimnasio | Tipo de dieta: Omnívora | Consumo de agua: 2L/día | Horas de sueño: 6.5h | Calidad de sueño: Regular | Objetivo: Mejorar postura y reducir dolor de espalda | Condición especial: Hernia discal L4-L5","Rutina: Espalda sana y fuerza funcional - 3 días/semana\n\nAnálisis del perfil:\nUsuario con hernia discal. DEBE tener autorización médica. El entrenamiento puede mejorar significativamente los síntomas si se hace correctamente. Evitar flexión de columna con carga.\n\nDía 1 - Lunes (Tren superior - empuje):\n1. Press en máquina pecho - 3x12\n2. Press de hombros en máquina - 3x12\n3. Elevaciones laterales - 3x15\n4. Extensión de tríceps en polea - 3x15\n5. Bicicleta estática - 15 min sin inclinación\n\nDía 2 - Miércoles (Tren inferior + core estabilizador):\n1. Sentadilla en Smith (rango controlado) - 3x12\n2. Prensa de pierna (espalda bien apoyada) - 3x12\n3. Hip thrust - 3x15\n4. Curl femoral en máquina - 3x15\n5. Bird-dog - 3x10 cada lado\n6. Plancha abdominal - 3x20s\n\nDía 3 - Viernes (Movilidad + cardio suave):\n1. Caminata en caminadora - 20 min sin inclinación\n2. Estiramientos de espalda baja: gato-vaca, child pose, rodillas al pecho - 10 min\n3. Movilidad de cadera - 10 min\n4. Yoga suave para espalda - 15 min\n\nRecomendaciones:\n- EVITAR: peso muerto, sentadilla profunda, press de banca con arco excesivo.\n- Priorizar ejercicios de estabilización (bird-dog, dead bug, plancha).\n- Mejorar sueño: 7h mínimo para recuperación de disco.\n- Consultar traumatólogo y fisioterapeuta."
"Edad: 20 años | Sexo: Mujer | Altura: 1.62m | Peso: 55kg | Frecuencia de ejercicio: 3-4 veces/semana | Nivel de rendimiento: Medio | Estilo de entrenamiento: HIIT y fuerza | Lugar de entrenamiento: Gimnasio | Tipo de dieta: Omnívora | Consumo de agua: 2.5L/día | Horas de sueño: 8h | Calidad de sueño: Muy buena | Objetivo: Definición muscular y abdomen marcado","Rutina: Definición abdominal y full body - 4 días/semana\n\nAnálisis del perfil:\nUsuaria con buen perfil de recuperación. El abdomen marcado depende más de la grasa corporal (necesita bajar a ~18-20%) que de miles de abdominales.\n\nDía 1 - Lunes (Full body fuerza):\n1. Sentadilla con barra - 4x10\n2. Press de banca con mancuernas - 4x12\n3. Remo con mancuerna - 4x12\n4. Press de hombros - 3x12\n5. Hip thrust - 4x15\n6. Plancha - 3x45s\n\nDía 2 - Martes (HIIT + core):\n1. Calentamiento 5 min\n2. Circuito AMRAP 15 min: Burpees x8 + Mountain climbers x10 + Sentadilla con salto x12 + Flexiones x10\n3. Core: Crunch en polea x15 + Russian twists x20 + Elevación de piernas x15 - 3 rondas\n4. Enfriamiento 5 min\n\nDía 3 - Jueves (Tren inferior):\n1. Sentadilla sumo - 4x12\n2. Peso muerto rumano - 4x10\n3. Sentadilla búlgara - 3x10 cada pierna\n4. Abducción con banda - 3x15\n5. Pantorrillas - 4x20\n\nDía 4 - Viernes (Tren superior + core profundo):\n1. Dominadas asistidas - 4x8\n2. Press inclinado con mancuernas - 4x10\n3. Remo en polea - 3x12\n4. Elevaciones laterales - 3x15\n5. Curl de bíceps - 3x15\n6. Core profundo: Dead bug x10 + Plancha lateral x30s cada lado + Hollow body x20s - 3 rondas\n\nRecomendaciones:\n- El abdomen marcado requiere ~18-20% grasa corporal. Si estás sobre eso, enfócate en déficit calórico.\n- No hacer 1000 abdominales diarios: el core se fortalece con ejercicios compuestos y estabilización.\n- 1.8g proteína/kg = 99g/día."
"Edad: 38 años | Sexo: Mujer | Altura: 1.68m | Peso: 72kg | Frecuencia de ejercicio: 2-3 veces/semana | Nivel de rendimiento: Bajo | Estilo de entrenamiento: Cardio y fuerza | Lugar de entrenamiento: Gimnasio | Tipo de dieta: Omnívora | Consumo de agua: 2L/día | Horas de sueño: 7h | Calidad de sueño: Regular | Objetivo: Perder peso post-menopáusico","Rutina: Recomposición corporal menopáusica - 3 días/semana\n\nAnálisis del perfil:\nEn la menopáusia, la pérdida de estrógenos aumenta la grasa abdominal y reduce masa muscular. El entrenamiento de fuerza es CRÍTICO para mantener densidad ósea y masa muscular.\n\nDía 1 - Lunes (Tren superior + fuerza ósea):\n1. Press en máquina pecho - 3x12\n2. Jalón al pecho - 3x12\n3. Press de hombros - 3x12\n4. Curl de bíceps - 3x15\n5. Extensión de tríceps - 3x15\n6. Caminata en caminadora - 15 min\n\nDía 2 - Miércoles (Tren inferior con carga):\n1. Sentadilla en Smith - 3x12\n2. Prensa de pierna - 3x12\n3. Hip thrust con barra - 3x12\n4. Extensión de cuádriceps - 3x15\n5. Curl femoral - 3x15\n6. Elevaciones de pantorrilla - 3x20\n\nDía 3 - Viernes (Full funcional + equilibrio):\n1. Sentadilla con mancuernas - 3x12\n2. Remo con banda - 3x12\n3. Zancadas en sitio - 3x10 cada lado\n4. Puente de glúteos - 3x15\n5. Equilibrio monopodal - 3x30s cada pie\n6. Estiramientos - 10 min\n\nRecomendaciones:\n- Fuerza con carga: OBLIGATORIO para mantener densidad ósea.\n- Aumentar proteína a 1.6-1.8g/kg para combatir sarcopenia.\n- Considerar suplementación de vitamina D y calcio.\n- Consultar sobre terapia de reemplazo hormonal."
"Edad: 25 años | Sexo: Hombre | Altura: 1.78m | Peso: 78kg | Frecuencia de ejercicio: 4-5 veces/semana | Nivel de rendimiento: Alto | Estilo de entrenamiento: Fuerza y hipertrofia | Lugar de entrenamiento: Gimnasio | Tipo de dieta: Alta en proteínas | Consumo de agua: 3L/día | Horas de sueño: 8h | Calidad de sueño: Buena | Objetivo: Competencia de fisicoculturismo","Rutina: Prep para competencia - 5 días/semana\n\nAnálisis del perfil:\nAtleta en preparación para competencia. Requiere progressive overload agresivo, nutrición estricta y deloads programados.\n\nDía 1 - Lunes (Pierna pesado):\n1. Sentadilla con barra - 5x5 al 85% RM\n2. Prensa de pierna - 4x10\n3. Peso muerto rumano - 4x10\n4. Extensión de cuádriceps - 4x12\n5. Curl femoral - 4x12\n6. Pantorrillas - 5x15\n\nDía 2 - Martes (Empuje pesado):\n1. Press de banca - 5x5 al 85% RM\n2. Press inclinado con mancuernas - 4x10\n3. Press militar con barra - 4x8\n4. Elevaciones laterales - 4x15\n5. Fondos con peso - 3x10\n6. Extensión de tríceps - 3x15\n\nDía 3 - Miércoles (Jalón pesado):\n1. Dominadas con peso - 5x5\n2. Remo con barra - 5x5\n3. Jalón al pecho - 4x10\n4. Remo unilateral - 3x12\n5. Curl de bíceps - 4x12\n6. Face pull - 3x15\n\nDía 4 - Jueves (Pierna volumen):\n1. Sentadilla frontal - 4x8\n2. Sentadilla búlgara - 4x10 cada pierna\n3. Hip thrust - 4x12\n4. Abducción en máquina - 3x20\n5. Curl femoral nórdico - 3x8\n6. Pantorrillas sentado - 4x20\n\nDía 5 - Viernes (Full body + detalles):\n1. Press de banca agarre cerrado - 4x10\n2. Dominadas agarre ancho - 4x8\n3. Sentadilla goblet - 3x15\n4. Elevaciones laterales - 4x15\n5. Curl de bíceps martillo - 3x12\n6. Core: Plancha x60s + Russian twists x20 + Elevación de piernas x15 - 3 rondas\n\nRecomendaciones:\n- Competencia: 2.5g proteína/kg = 195g/día.\n- Periodización: 3 semanas carga / 1 semana descarga.\n- Prep: 12-16 semanas antes de competencia.\n- Déficit calórico progresivo para definición."
"Edad: 50 años | Sexo: Mujer | Altura: 1.63m | Peso: 70kg | Frecuencia de ejercicio: 2-3 veces/semana | Nivel de rendimiento: Bajo | Estilo de entrenamiento: Fuerza y equilibrio | Lugar de entrenamiento: Casa | Equipamiento disponible: Mancuernas ligeras | Tipo de dieta: Omnívora | Consumo de agua: 1.5L/día | Horas de sueño: 7h | Calidad de sueño: Regular | Objetivo: Prevenir caídas y mantener independencia","Rutina: Prevención de caídas - 3 días/semana\n\nAnálisis del perfil:\nAdulto mayor con objetivo de prevenir caídas. El equilibrio y la fuerza de tren inferior son prioritarios. Hidratación insuficiente (1.5L).\n\nDía 1 - Lunes (Fuerza tren inferior):\n1. Sentadilla en silla (sentarse y levantarse) - 3x10\n2. Puente de glúteos - 3x12\n3. Elevaciones de pantorrilla - 3x15\n4. Zancadas en sitio sin peso - 3x8 cada pierna\n5. Equilibrio monopodal - 3x30s cada pie\n\nDía 2 - Miércoles (Tren superior + core):\n1. Press de pecho con mancuernas ligeras - 3x12\n2. Remo con banda - 3x12\n3. Elevaciones laterales livianas - 3x15\n4. Curl de bíceps - 3x15\n5. Plancha modificada - 3x20s\n\nDía 3 - Viernes (Movilidad + equilibrio):\n1. Caminata al aire libre - 20 min\n2. Tai chi o yoga suave - 15 min\n3. Ejercicios de equilibrio: caminar en línea, subir escalón, giro - 10 min\n4. Estiramientos - 10 min\n\nRecomendaciones:\n- Ejercicios de equilibrio DIARIOS, no solo en días de entrenamiento.\n- Aumentar agua a 2L diarios.\n- Aumentar proteína a 1.2-1.5g/kg.\n- Eliminar obstáculos en el hogar que causen caídas."
"¿Cuánto tiempo debo descansar en una semana de descarga?","Una semana de descarga dura 7 días completos. Reduce el volumen al 40-60% de tu carga normal (menos series, menos peso) pero mantén la frecuencia de entrenamiento. No es una semana de 'no hacer nada': entrenar ligero mantiene el hábito y la recuperación. Haz descarga cada 4-6 semanas o cuando sientas fatiga acumulada, rendimiento decreciente, o dolor articular persistente."
"¿Por qué siento fatiga constante a pesar de dormir bien?","Causas: 1) Sobreentrenamiento, 2) Deficiencia de hierro, vitamina D o B12, 3) Estrés crónico eleva cortisol, 4) Hipotiroidismo, 5) Anemia, 6) Mala alimentación (déficit calórico excesivo). Soluciones: 1) Semana de descarga, 2) Análisis de sangre completo, 3) Estrategias de manejo del estrés, 4) Aumentar calorías si estás en déficit muy agresivo, 5) Consultar médico si persiste."
"¿Es normal perder fuerza al hacer dieta?","Algo de pérdida de fuerza es normal cuando estás en déficit calórico, pero puede minimizarse con: 1) Proteína alta (2g/kg), 2) Entrenamiento de fuerza intenso (mantener el peso, reducir volumen), 3) Déficit moderado (300-500 kcal, no más), 4) Carbohidratos suficientes alrededor del entrenamiento. Si pierdes más del 10% de fuerza, tu déficit es demasiado agresivo o tu nutrición es inadecuada."
"¿Cuántas calorías necesito para mantener mi peso actual?","Depende de tu metabolismo basal, actividad y composición corporal. Calcula tu TDEE multiplicando tu BMR por un factor de actividad: Sedentario: BMR x 1.2, Ligero (1-3 días): x 1.375, Moderado (3-5 días): x 1.55, Intenso (6-7 días): x 1.725. Fórmula de Mifflin-St Jeor: Hombres: 10xpeso(kg) + 6.25xaltura(cm) - 5xedad - 5. Mujeres: 10xpeso + 6.25xaltura - 5xedad - 161."
"¿Qué hacer si me plateau en el gimnasio?","Un plateau es normal después de 6-8 meses de entrenamiento consistente. Soluciones: 1) Cambiar el estímulo (nuevos ejercicios, rangos de repeticiones, tempo), 2) Aumentar volumen o intensidad progresivamente, 3) Deload semanal para消除 fatiga, 4) Revisar nutrición y sueño, 5) Añadir ejercicios de accesorio para puntos débiles, 6) Considerar periodización (ondulante, lineal, bloques). No cambies todo: ajusta 1-2 variables a la vez."
"¿Puedo entrenar con hernia umbilical?","Consulta a tu médico. Generalmente, se recomienda evitar ejercicios que aumenten la presión abdominal (abdominales, peso muerto pesado, sentadilla profunda). Puedes: 1) Entrenar tren inferior con máquinas, 2) Ejercicios de estabilización suaves, 3) Cardio de bajo impacto. La cirugía puede ser necesaria. No ignores el problema: una hernia puede empeorar con ejercicio inadecuado."
"¿Cuánto tiempo debo esperar entre comidas y entrenamiento?","Idealmente 2-3 horas entre una comida completa y el entrenamiento. Si entrenas en ayunas, un snack ligero (plátano, barrita) 30-60 minutos antes puede ayudar. Después del entrenamiento, consume proteína y carbohidratos dentro de 1-2 horas. No entrenes con el estómago lleno (riesgo de náuseas) ni completamente en ayunas si vas a entrenar pesado (pierdes rendimiento)."
"¿Es mejor hacer series con descanso corto o largo?","Depende del objetivo. Descanso corto (30-60s): metabolismo, resistencia muscular, mayor gasto calórico. Descanso largo (2-5 min): fuerza máxima, potencia, mayor peso levantado. Para hipertrofia: 60-90 segundos es el punto óptimo. Un estudio mostró que 3 minutos de descanso produce más hipertrofia que 1 minuto en ejercicios compuestos. Usa cronómetro para ser consistente."
"¿Debo tomar batido de proteína si como suficiente carne?","No es necesario. Si alcanzas 1.6-2.2g de proteína/kg al día con alimentos reales (carne, huevos, pescado, lácteos, legumbres), el batido es redundante. Úsalo solo por conveniencia: cuando no puedes preparar comida, cuando necesitas proteína rápida post-entreno, o para cubrir la meta diaria. La proteína en polvo no es 'mágica': es proteína igual que la del pollo."
"¿Por qué mis piernas no crecen a pesar de entrenarlas?","Causas: 1) Volumen insuficiente (mínimo 12-16 series/semana), 2) No progresas en peso/reps, 3) Falta ejercicios compuestos pesados (sentadilla, peso muerto), 4) No comes suficiente (piernas necesitan más calorías), 5) Genética (algunas personas tienen piernas más difíciles de crecer). Solución: entrenar piernas 2 veces/semana, progressive overload en sentadilla, 2g proteína/kg, superávit calórico de 300 kcal."
"¿Cuánto tiempo tarda el cuerpo en adaptarse al entrenamiento?","Primeras 2-4 semanas: adaptación neuromuscular (aprendes los movimientos, mejoras coordinación). 4-8 semanas: aumento de fuerza real. 8-12 semanas: cambios visibles en masa muscular. 3-6 meses: diferencias significativas que otros notan. 1-2 años: transformación notable. La genética, nutrición y consistencia determinan la velocidad. Cada persona es diferente."
"¿Cómo puedo mejorar mi agarre para dominadas?","El agarre es frecuentemente el factor limitante. Ejercicios para mejorar: 1) Cuelga de la barra 3x30s diarios, 2) Farmer walks con mancuernas pesadas 4x20m, 3) Dead hangs con toalla, 4) Apretar pelota de tenis 3x20 repeticiones, 5) Remo con agarre toalla. La fuerza de antebrazo también mejora con curl de muñeca y extensión de muñeca."
"¿Por qué me duelen los hombros al hacer press de banca?","Causas: 1) Agarre demasiado ancho, 2) Codos abiertos (deben estar a 45-75 grados), 3) Falta de calentamiento de manguito rotador, 4) Desequilibrio entre pectoral y deltoides posterior, 5) Problemas preexistentes. Soluciones: 1) Agarre a la anchura de hombros o ligeramente mayor, 2) Codos cerca del cuerpo, 3) Calentar con face pulls y rotaciones externas, 4) Trabajar deltoides posterior."
"¿Cuántas calorías quema 1kg de grasa?","1kg de grasa pura equivale a aproximadamente 7,700 kcal. Pero el cuerpo no quema grasa pura (contiene agua y tejido). Un déficit de 500 kcal diarias produce ~0.5kg de pérdida por semana. No intentes perder más de 0.7-1% de tu peso corporal por semana: perder demasiado rápido causa pérdida muscular, metabolismo lento y efecto rebote."
"¿Es bueno entrenar en ayunas para quemar más grasa?","El ayuno antes del entrenamiento puede aumentar ligeramente la oxidación de grasa durante el ejercicio, pero el gasto total de grasa en 24h depende del déficit calórico, no del timing. Entrenar en ayunas puede causar: 1) Menor rendimiento (fuerza y volumen), 2) Mayor riesgo de pérdida muscular, 3) Fatiga prematura. Si prefieres entrenar temprano, un snack pequeño (plátano, café) es mejor que nada."
"¿Cuánto tiempo debo hacer dieta para definición?","Un déficit calórico debe durar 8-16 semanas máximo. Períodos más largos causan: adaptación metabólica, pérdida muscular, fatiga mental, alteraciones hormonales. Después de 12-16 semanas, haz 4-8 semanas de mantenimiento (calorías de mantenimiento) antes de otro ciclo de definición. La paciencia es clave: mejor hacer dietas más cortas con descansos que un déficit interminable."
"¿Por qué no puedo hacer sentadilla profunda?","Limitaciones comunes: 1) Falta de movilidad de tobillo (prueba: rodilla no supera la punta del pie), 2) Rigidez de cadera, 3) Debilidad de glúteos y core, 4) Problemas de rodilla preexistentes. Soluciones: 1) Estirar gemelos diariamente, 2) Sentadilla con talones elevados (usando cuñas), 3) Trabajar movilidad de cadera con 90/90 stretch, 4) Fortalecer glúteos con hip thrust."
"¿Cuánta grasa corporal debo tener para ver abdominales?","Los abdominales se vuelven visibles alrededor del 15-16% de grasa corporal en hombres y 20-22% en mujeres. Para un abdomen muy marcado: hombres 10-12%, mujeres 16-18%. No obsesiones con porcentajes bajos: mantenerse debajo del 10% (hombres) o 18% (mujeres) es insostenible y afecta hormonas, energía y salud. Un 12-15% (hombres) o 20-24% (mujeres) es saludable y estético."
"¿Qué hacer si me lesiono el hombro?","Consulta a traumatólogo/fisioterapeuta. Mientras tanto: 1) EVITAR ejercicios que causen dolor, 2) Entrenar tren inferior y core, 3) Mantenimiento de brazo con ejercicios de movilidad sin carga, 4) Trabajo de estabilización de escápula con banda elástica, 5) Hielo después de actividad. Las lesiones de hombro son complejas: el manguito rotador tiene 4 músculos que necesitan evaluación profesional."
"¿Es necesario calentar antes de entrenar?","SÍ, siempre. Un calentamiento de 5-10 minutos: 1) Aumenta temperatura muscular (reduce riesgo de desgarros), 2) Aumenta flujo sanguíneo a los músculos, 3) Prepara el sistema nervioso, 4) Mejora el rendimiento 5-10%. Calentamiento ideal: 3-5 min de cardio suave + estiramientos dinámicos del grupo muscular a trabajar. Saltarse el calentamiento es la causa #1 de lesiones prevenibles."
"¿Cuánto tiempo debo descansar entre series de abdominales?","Los abdominales son un grupo muscular de resistencia y se recuperan rápido. Descanso de 30-60 segundos entre series es suficiente. Para ejercicios de core pesados (dragon flags, hanging leg raises con peso), 60-90 segundos. No necesitas descansos de 2-3 minutos como en sentadilla o peso muerto. El objetivo es mantener la tensión muscular continua durante la sesión de core."
"¿Puedo entrenar si estoy tomando medicamentos?","Depende del medicamento. Consulta a tu médico o farmacéutico. Precauciones comunes: 1) Beta-bloqueantes: limitar intensidad (cardio), 2) Anticoagulantes: evitar deportes de contacto, 3) Insulina: monitorear glucosa, 4) Diuréticos: riesgo de deshidratación, 5) Antiinflamatorios: enmascarar dolor (riesgo de lesión). Nunca ajustes medicación sin supervisión médica."
"¿Qué hacer si no tengo energía para entrenar?","Causas y soluciones: 1) Dormir menos de 7h: mejorar higiene del sueño, 2) No comer suficiente: asegurar calorías y carbohidratos pre-entreno, 3) Deshidratación: beber 500ml 2 horas antes, 4) Estrés alto: reducir intensidad, hacer cardio suave, 5) Sobreentrenamiento: semana de descarga, 6) Deficiencia de hierro: análisis de sangre. A veces, simplemente entrenar 10 minutos te energiza: empieza suave y evalúa."
